"Edad","esc_bajo","esc_medio","esc_alto","NA","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
64,27810,26730,14070,2676,84,349,536,0.01254944264653,0.0200523756079312,0.00597014925373134,0.0141233056405772,68610,969,0.205072146917359,0.389593353738522,0.405334499344119,0.0128490425969057,0.0129991017774638,0.0131470481598393,0.0189279815007841,0.0191721481466061,0.0190904868345843,0.00598248118092542,0.00590960777117697,0.00592170464879095,0.0138253989952455,0.0139654740444676,0.0139984012505717
65,26765,24210,13306,2668,92,392,487,0.0146459929011769,0.0201156546881454,0.00691417405681647,0.015105552184938,64281,971,0.206997402031705,0.376627619358753,0.416374978609542,0.0143941535236255,0.0145389393752728,0.0146087721594898,0.0211986134949591,0.0209404141095336,0.0210523286794713,0.00663835411855845,0.00664790458998136,0.00661876339996686,0.0153637126910913,0.0153432441147821,0.0154188424126074
66,25896,21769,12232,2733,86,414,510,0.0159870250231696,0.0234278101888006,0.00703073904512753,0.0168622802477587,59897,1010,0.204217239594637,0.363440572983622,0.432342187421741,0.0163736220052871,0.0162882753257329,0.0163380005260089,0.0226946473328576,0.0230444237822741,0.0230071202844754,0.0073228784704602,0.00729877783874227,0.00733726981267938,0.0168406206580095,0.0169478090785725,0.0169804690598413
67,25963,20456,11466,2803,92,480,502,0.0184878480915148,0.0245404771216269,0.00802372230943659,0.018554029541332,57885,1074,0.198082404768075,0.353390342921309,0.448527252310616,0.018097050448286,0.018186786877021,0.0182321021407909,0.0252400105190057,0.0250365229616184,0.0250674507350203,0.00793510092720814,0.00806512700931452,0.00806541184155719,0.0186390938866167,0.0186503539861692,0.0187012453217646
68,24929,19206,10399,2890,91,494,533,0.0198162782301737,0.0277517442465896,0.00875084142706029,0.0205009718707595,54534,1118,0.190688377892691,0.352183958631313,0.457127663475997,0.0200896881774899,0.0202212442196189,0.0203194444246468,0.0271749110329918,0.0271214054611685,0.0270757979196118,0.00893740163027521,0.00883233067661479,0.00885167140153521,0.0204713474138814,0.0205055729005519,0.0205486530953627
69,24357,18541,9564,3106,96,535,542,0.0219649382107813,0.0292325117307589,0.0100376411543287,0.0223590408295528,52462,1173,0.182303381495177,0.353417711867638,0.464278906637185,0.0224769940330807,0.0225503021773004,0.0226960376405519,0.0289492948315081,0.0290694653360486,0.0291072371205016,0.00962448947236103,0.00965755651867631,0.00968357742236008,0.0224062774011577,0.022490032399367,0.0225793895367169
70,23470,17379,8825,3047,89,602,519,0.0256497656582872,0.0298636285171759,0.0100849858356941,0.0243588195031606,49674,1210,0.177658332326771,0.349861094335065,0.472480573338165,0.0250842243213304,0.0253165665247364,0.0254038105260893,0.031084190143646,0.0311308405642875,0.0312972411797037,0.0104107784533927,0.0105608450717891,0.0106055691297004,0.0245924723830619,0.0247425633102319,0.0248523385534907
71,22650,15956,7921,3016,88,626,545,0.0276379690949227,0.0341564301830033,0.0111097083701553,0.0270595568164722,46527,1259,0.170245233950179,0.342940658112494,0.486814107937327,0.0283884812197981,0.0283445628762312,0.0284494011686783,0.0333590367177083,0.033691417638775,0.0337232848067578,0.0116472672896137,0.0115983057986358,0.0117376035450359,0.0272289401464761,0.0273244199508732,0.027414496126443
72,21457,15004,7347,3158,101,684,541,0.0318777089061845,0.0360570514529459,0.0137471076629917,0.0302684441197955,43808,1326,0.167709094229365,0.342494521548576,0.48979638422206,0.0315609830875651,0.0316870741050673,0.0317207612926476,0.0366310260549705,0.0363475962172109,0.0365415537812456,0.0127368716529011,0.0130536597646828,0.0130301327845347,0.0301518473230815,0.0301765051182241,0.0302659506703951
73,19848,13483,6515,3009,87,698,535,0.0351672712615881,0.0396795965289624,0.0133537989255564,0.033127541032977,39846,1320,0.163504492295337,0.338377754354264,0.498117753350399,0.0351117580078387,0.0351306468966442,0.0351884657878672,0.0390527258789538,0.0395856474877511,0.0396792179510354,0.0147768403515335,0.0144384327902855,0.0145380008706969,0.0331487278851145,0.0332969269420882,0.0333812024288871
