"Edad","esc_bajo","esc_medio","esc_alto","alta","baja","media","mx_bajo","mx_medio","mx_alto","mx_st","esc_totales","totales","prop_alto","prop_medio","prop_bajo","mx_bajo_1","mx_bajo_2","mx_bajo_3","mx_medio_1","mx_medio_2","mx_medio_3","mx_alto_1","mx_alto_2","mx_alto_3","mx_st_1","mx_st_2","mx_st_3"
77,15696,6454,1361,15,773,159,0.0492482161060143,0.0246358847226526,0.0110213078618663,0.0402790183318447,23511,947,0.05788779720131,0.274509803921569,0.667602398877121,0.0470478303624368,0.0484293506415419,0.0483265706550642,0.0225969186121403,0.0232690311209969,0.0230327261649331,0.0126802551363454,0.0125887997914608,0.0125550336965877,0.0382687073464035,0.0393071342345497,0.0391130210233135
78,16583,6684,1280,21,823,156,0.0496291382741362,0.0233393177737881,0.01640625,0.0407381757444902,24547,1000,0.0521448649529474,0.272293966676172,0.67556116837088,0.0548767816509715,0.0538876511120404,0.0546916462517574,0.026799470229189,0.0255952089863107,0.025898255514771,0.0144633330588068,0.0140189544356254,0.0140355371733339,0.0449011713615909,0.0436771942097378,0.0442402935397813
79,12623,5274,1065,17,830,171,0.065752990572764,0.0324232081911263,0.015962441314554,0.0536863200084379,18962,1018,0.0561649615019513,0.278135217804029,0.66569982069402,0.0597383413227129,0.0617579370016899,0.0611057651955933,0.0273892381176027,0.0288305264370056,0.0284067981600808,0.0149132751117242,0.0154988572929154,0.0154090812891423,0.0478617039212191,0.0497365521750565,0.0491834723223452
80,13692,6476,1455,18,874,171,0.0638328951212387,0.0264051883878938,0.0123711340206186,0.0491606160107293,21623,1063,0.0672894602969061,0.29949590713592,0.633214632567174,0.0706586880313854,0.0676717074730496,0.0683464016743566,0.0323028709642249,0.0307946590569261,0.0314102498244309,0.0171199637082154,0.016709432138886,0.0170693039840945,0.0564467812423593,0.0541366705822412,0.0549026295942234
81,10426,4438,912,21,859,169,0.0823901784001535,0.0380802163136548,0.0230263157894737,0.0664934077079107,15776,1049,0.0578093306288032,0.281313387423935,0.660877281947262,0.0726180930650503,0.0756095605483303,0.0747854262832418,0.0326918680889506,0.034605563979361,0.0343387060931455,0.0180950575967184,0.018999622520482,0.0186885839425002,0.0581015265831452,0.0608346660253725,0.0602583052055674
82,12690,5061,953,18,909,170,0.0716312056737589,0.0335901995653033,0.018887722980063,0.0586505560307956,18704,1097,0.0509516680923867,0.270583832335329,0.678464499572284,0.0835519005485551,0.0810750108283457,0.0823215762629036,0.0388219528849073,0.0376158952431494,0.0382631296141075,0.0217838462565122,0.0203566971681327,0.0205295396175121,0.0679556902506128,0.0658035790090884,0.066762593996798
83,9686,3862,768,18,936,173,0.096634317571753,0.0447954427757639,0.0234375,0.0787231070131322,14316,1127,0.0536462699077955,0.269768091645711,0.676585638446493,0.0870550388714317,0.0902801574120347,0.0900774198613671,0.0413338647555902,0.0425679296198121,0.0424065599235753,0.0211911876511675,0.0222322991639217,0.0223136015026932,0.0713535201935073,0.0736495369559331,0.073393721981131
84,9591,3661,753,16,891,167,0.0928995933687832,0.0456159519257034,0.0212483399734396,0.0766868975365941,14005,1074,0.0537665119600143,0.261406640485541,0.684826847554445,0.100233532816117,0.098877091343721,0.10029188331672,0.0475479712189389,0.0470358549077644,0.0475610394738826,0.0237218635840853,0.0243518081760253,0.0248960614334904,0.0816394004236792,0.0807280499783715,0.0817797891037316
85,7997,3561,642,17,889,186,0.111166687507815,0.0522325189553496,0.0264797507788162,0.0895081967213115,12200,1092,0.0526229508196721,0.291885245901639,0.655491803278689,0.109342702343614,0.111718401194405,0.112136116562447,0.0522257287487641,0.0530793338940712,0.0535485490429036,0.0281423732928231,0.0281040769605242,0.0284700662121732,0.0891912293179279,0.0909617803768901,0.0914296591868139
86,7754,3176,618,21,890,173,0.123961826154243,0.0588287153652393,0.0366990291262136,0.101378593695878,11548,1084,0.0535157603048147,0.27502597852442,0.671458261170765,0.125578968423483,0.125812857149214,0.127245121577791,0.0594643017145105,0.0605304583268753,0.0614373804964171,0.0324479940046643,0.0329543134999702,0.0329557743054359,0.102054711389063,0.10259914720518,0.103773627649916
87,6864,2807,569,18,900,175,0.141608391608392,0.0673316708229427,0.0341652021089631,0.11527734375,10240,1093,0.05556640625,0.27412109375,0.6703125,0.142516900680546,0.144204106389754,0.144534483771761,0.0699013445173513,0.0707023492683049,0.0709727125048422,0.0382725732024232,0.0378089324558132,0.0377855824061369,0.11655150090855,0.117759955367678,0.117976004978391
88,5534,2314,516,21,830,179,0.161980484279003,0.0835436473638721,0.043953488372093,0.13299856527977,8364,1030,0.0616929698708752,0.276661884265901,0.661645145863223,0.164516450065232,0.163586487776314,0.165830413725942,0.0827414015730528,0.0816853299193465,0.0819085735181903,0.042706230160352,0.0425935012626272,0.0428271296208591,0.134673653805422,0.133568912362315,0.134920163225904
